,FINAL SCORE,T1,T2,T3,T4,RANK
2661,91.5,57.0,27.0,20.0,1.0,2595.0
2662,91.5,57.0,23.0,25.0,8.0,2596.0
2663,91.5,57.0,21.0,21.0,11.0,2597.0
2664,91.5,54.0,28.0,22.0,6.0,2598.0
2665,91.5,53.0,28.0,19.0,7.0,2599.0
2666,91.5,53.0,26.0,21.0,12.0,2600.0
2667,91.5,53.0,24.0,21.0,11.0,2601.0
2668,91.5,52.0,22.0,25.0,5.0,2602.0
2669,91.5,50.0,29.0,22.0,7.0,2603.0
2670,91.5,49.0,26.0,27.0,5.0,2604.0
2672,91.5,48.0,33.0,22.0,6.0,2605.0
2673,91.5,48.0,26.0,25.0,8.0,2606.0
2674,91.5,48.0,25.0,28.0,10.0,2607.0
2675,91.5,47.0,33.0,23.0,7.0,2608.0
2676,91.5,47.0,28.0,23.0,9.0,2609.0
2677,91.5,47.0,23.0,26.0,10.0,2610.0
2678,91.5,46.0,34.0,22.0,11.0,2611.0
2679,91.5,46.0,24.0,19.0,13.0,2612.0
2680,91.5,45.0,28.0,26.0,7.0,2613.0
2681,91.5,44.0,34.0,24.0,1.0,2614.0
2682,91.25,59.0,27.0,16.0,6.0,2615.0
2683,91.25,53.0,25.0,22.0,12.0,2616.0
2684,91.25,47.0,27.0,24.0,6.0,2617.0
2685,91.25,47.0,26.0,22.0,9.0,2618.0
2686,91.25,46.0,30.0,25.0,8.0,2619.0
2687,91.25,46.0,29.0,27.0,5.0,2620.0
2688,91.25,46.0,28.0,29.0,5.0,2621.0
2689,91.25,46.0,28.0,28.0,7.0,2622.0
2690,91.25,46.0,27.0,21.0,11.0,2623.0
2691,91.25,45.0,29.0,22.0,5.0,2624.0
2692,91.25,44.0,29.0,22.0,9.0,2625.0
2693,91.25,43.0,34.0,19.0,12.0,2626.0
2694,91.25,43.0,29.0,24.0,4.0,2627.0
2695,91.0,54.0,21.0,24.0,11.0,2628.0
2696,91.0,53.0,27.0,25.0,5.0,2629.0
2697,91.0,52.0,33.0,12.0,8.0,2630.0
2698,91.0,52.0,27.0,26.0,5.0,2631.0
2699,91.0,51.0,27.0,27.0,3.0,2632.0
2701,91.0,50.0,27.0,22.0,11.0,2633.0
2702,91.0,50.0,26.0,24.0,9.0,2634.0
2703,91.0,49.0,29.0,23.0,5.0,2635.0
2704,91.0,49.0,23.0,32.0,8.0,2636.0
2705,91.0,48.0,23.0,24.0,6.0,2637.0
2706,91.0,47.0,31.0,23.0,7.0,2638.0
2707,91.0,46.0,26.0,26.0,10.0,2639.0
2708,91.0,46.0,21.0,23.0,9.0,2640.0
2709,91.0,45.0,33.0,20.0,9.0,2641.0
2710,91.0,45.0,20.0,26.0,13.0,2642.0
2711,91.0,42.0,25.0,30.0,13.0,2643.0
2712,91.0,41.0,23.0,30.0,11.0,2644.0
2713,91.0,37.0,33.0,31.0,7.0,2645.0
2714,91.0,37.0,33.0,26.0,12.0,2646.0
2715,90.75,54.0,25.0,18.0,6.0,2647.0
2716,90.75,49.0,30.0,23.0,10.0,2648.0
2717,90.75,49.0,30.0,23.0,4.0,2649.0
2718,90.75,49.0,30.0,17.0,8.0,2650.0
2719,90.75,49.0,29.0,16.0,6.0,2651.0
2720,90.75,49.0,27.0,23.0,6.0,2652.0
2721,90.75,49.0,26.0,15.0,8.0,2653.0
2722,90.75,49.0,24.0,29.0,7.0,2654.0
2723,90.75,47.0,29.0,28.0,5.0,2655.0
2724,90.75,46.0,27.0,25.0,6.0,2656.0
2725,90.75,45.0,32.0,16.0,10.0,2657.0
2726,90.75,45.0,30.0,18.0,14.0,2658.0
2727,90.75,44.0,29.0,26.0,10.0,2659.0
2728,90.75,44.0,25.0,16.0,9.0,2660.0
2730,90.75,43.0,38.0,19.0,9.0,2661.0
2731,90.75,43.0,26.0,28.0,4.0,2662.0
2732,90.75,42.0,23.0,29.0,8.0,2663.0
2733,90.75,41.0,27.0,32.0,11.0,2664.0
2734,90.75,39.0,32.0,23.0,9.0,2665.0
2735,90.75,37.0,32.0,28.0,13.0,2666.0
2736,90.5,55.0,25.0,17.0,10.0,2667.0
2737,90.5,53.0,27.0,15.0,12.0,2668.0
2738,90.5,52.0,28.0,24.0,4.0,2669.0
2739,90.5,52.0,28.0,20.0,12.0,2670.0
2740,90.5,51.0,23.0,24.0,12.0,2671.0
2741,90.5,50.0,17.0,26.0,16.0,2672.0
2742,90.5,49.0,30.0,21.0,10.0,2673.0
2743,90.5,49.0,28.0,20.0,9.0,2674.0
2744,90.5,49.0,25.0,27.0,1.0,2675.0
2745,90.5,48.0,29.0,21.0,9.0,2676.0
2746,90.5,48.0,26.0,26.0,9.0,2677.0
2747,90.5,46.0,29.0,20.0,10.0,2678.0
2748,90.5,45.0,26.0,22.0,9.0,2679.0
2749,90.5,43.0,32.0,22.0,8.0,2680.0
2750,90.5,37.0,24.0,22.0,10.0,2681.0
2751,90.25,55.0,28.0,16.0,6.0,2682.0
2752,90.25,54.0,24.0,21.0,7.0,2683.0
2753,90.25,52.0,30.0,19.0,4.0,2684.0
2754,90.25,51.0,30.0,25.0,5.0,2685.0
2755,90.25,50.0,25.0,14.0,12.0,2686.0
2756,90.25,49.0,32.0,18.0,11.0,2687.0
2757,90.25,49.0,26.0,21.0,8.0,2688.0
2759,90.25,48.0,27.0,24.0,4.0,2689.0
2760,90.25,47.0,29.0,23.0,6.0,2690.0
2761,90.25,47.0,26.0,18.0,15.0,2691.0
2762,90.25,46.0,30.0,22.0,7.0,2692.0
2763,90.25,46.0,29.0,27.0,10.0,2693.0
2764,90.25,46.0,26.0,21.0,11.0,2694.0
2765,90.25,46.0,25.0,27.0,11.0,2695.0
2766,90.25,45.0,27.0,28.0,6.0,2696.0
2767,90.25,44.0,32.0,24.0,11.0,2697.0
2768,90.25,43.0,27.0,31.0,0.0,2698.0
2769,90.25,42.0,31.0,22.0,7.0,2699.0
2770,90.25,34.0,24.0,32.0,14.0,2700.0
2771,90.25,33.0,31.0,28.0,16.0,2701.0
2772,90.0,59.0,22.0,15.0,9.0,2702.0
2773,90.0,56.0,27.0,12.0,1.0,2703.0
2774,90.0,54.0,24.0,11.0,11.0,2704.0
2775,90.0,53.0,30.0,25.0,4.0,2705.0
2776,90.0,53.0,28.0,13.0,9.0,2706.0
2777,90.0,53.0,21.0,21.0,8.0,2707.0
2778,90.0,52.0,30.0,21.0,0.0,2708.0
2779,90.0,52.0,27.0,26.0,7.0,2709.0
2780,90.0,51.0,33.0,18.0,8.0,2710.0
2781,90.0,51.0,32.0,22.0,2.0,2711.0
2782,90.0,51.0,26.0,29.0,6.0,2712.0
2783,90.0,50.0,26.0,18.0,10.0,2713.0
2784,90.0,49.0,26.0,18.0,6.0,2715.0
2785,90.0,49.0,25.0,26.0,12.0,2716.0
2787,90.0,48.0,26.0,22.0,16.0,2717.0
2788,90.0,48.0,24.0,23.0,4.0,2718.0
2789,90.0,48.0,24.0,17.0,13.0,2719.0
2790,90.0,47.0,32.0,24.0,4.0,2720.0
2791,90.0,47.0,23.0,22.0,13.0,2722.0
2792,90.0,47.0,22.0,21.0,10.0,2723.0
2793,90.0,46.0,28.0,22.0,10.0,2724.0
2794,90.0,46.0,23.0,30.0,13.0,2725.0
2795,90.0,45.0,33.0,21.0,11.0,2726.0
2796,90.0,45.0,27.0,30.0,7.0,2727.0
2797,90.0,45.0,21.0,29.0,14.0,2728.0
2798,90.0,44.0,27.0,23.0,14.0,2729.0
2799,89.75,56.0,23.0,20.0,9.0,2730.0
2800,89.75,55.0,23.0,24.0,2.0,2731.0
2801,89.75,53.0,24.0,10.0,12.0,2732.0
2802,89.75,53.0,23.0,21.0,8.0,2733.0
2803,89.75,52.0,32.0,13.0,12.0,2734.0
2804,89.75,52.0,26.0,12.0,14.0,2735.0
2805,89.75,51.0,28.0,23.0,7.0,2736.0
2806,89.75,51.0,22.0,23.0,11.0,2737.0
2807,89.75,51.0,21.0,21.0,13.0,2738.0
2808,89.75,50.0,28.0,20.0,2.0,2739.0
2809,89.75,50.0,27.0,20.0,6.0,2740.0
2810,89.75,50.0,26.0,22.0,13.0,2741.0
2811,89.75,49.0,28.0,20.0,11.0,2742.0
2812,89.75,49.0,24.0,21.0,10.0,2743.0
2813,89.75,48.0,28.0,22.0,9.0,2744.0
2815,89.75,48.0,25.0,22.0,11.0,2745.0
2816,89.75,48.0,22.0,26.0,14.0,2746.0
2817,89.75,47.0,27.0,13.0,9.0,2747.0
2818,89.75,45.0,33.0,24.0,5.0,2748.0
2819,89.75,45.0,28.0,22.0,6.0,2749.0
2820,89.75,36.0,32.0,28.0,7.0,2750.0
2821,89.5,54.0,28.0,21.0,4.0,2751.0
2822,89.5,53.0,26.0,22.0,9.0,2752.0
2823,89.5,53.0,7.0,30.0,9.0,2753.0
2824,89.5,52.0,26.0,19.0,10.0,2754.0
2825,89.5,51.0,33.0,21.0,0.0,2755.0
2826,89.5,51.0,27.0,27.0,6.0,2756.0
2827,89.5,51.0,24.0,16.0,13.0,2757.0
2828,89.5,50.0,24.0,24.0,4.0,2758.0
2829,89.5,49.0,28.0,12.0,11.0,2759.0
2830,89.5,48.0,28.0,16.0,10.0,2760.0
2831,89.5,47.0,28.0,23.0,9.0,2761.0
2832,89.5,47.0,25.0,26.0,7.0,2762.0
2833,89.5,46.0,29.0,25.0,10.0,2763.0
2834,89.5,46.0,24.0,24.0,6.0,2764.0
2835,89.5,46.0,24.0,20.0,10.0,2765.0
2836,89.5,42.0,27.0,21.0,9.0,2766.0
2837,89.5,41.0,29.0,27.0,10.0,2767.0
2838,89.5,40.0,29.0,23.0,15.0,2768.0
2839,89.5,36.0,27.0,31.0,6.0,2769.0
2840,89.25,59.0,26.0,15.0,2.0,2770.0
2841,89.25,57.0,32.0,15.0,3.0,2771.0
2842,89.25,56.0,27.0,22.0,6.0,2772.0
2844,89.25,55.0,21.0,19.0,5.0,2773.0
2845,89.25,53.0,24.0,23.0,10.0,2774.0
2846,89.25,53.0,20.0,24.0,11.0,2775.0
2847,89.25,52.0,26.0,25.0,8.0,2776.0
2848,89.25,52.0,22.0,14.0,8.0,2777.0
2849,89.25,51.0,29.0,20.0,9.0,2778.0
2850,89.25,48.0,27.0,25.0,10.0,2779.0
2851,89.25,47.0,30.0,23.0,8.0,2780.0
2852,89.25,47.0,28.0,20.0,11.0,2781.0
2853,89.25,45.0,28.0,25.0,10.0,2782.0
2854,89.25,44.0,30.0,22.0,15.0,2783.0
2855,89.25,43.0,36.0,16.0,9.0,2784.0
2856,89.25,43.0,32.0,23.0,8.0,2785.0
2857,89.25,41.0,32.0,27.0,4.0,2786.0
2858,89.0,54.0,17.0,14.0,14.0,2787.0
2859,89.0,53.0,29.0,7.0,8.0,2788.0
2860,89.0,53.0,28.0,19.0,6.0,2789.0
2861,89.0,52.0,26.0,23.0,8.0,2790.0
2862,89.0,52.0,26.0,15.0,11.0,2791.0
2863,89.0,51.0,29.0,18.0,13.0,2792.0
2864,89.0,51.0,27.0,12.0,11.0,2793.0
2865,89.0,51.0,25.0,20.0,14.0,2794.0
2866,89.0,51.0,23.0,23.0,10.0,2795.0
2867,89.0,50.0,30.0,20.0,6.0,2796.0
2868,89.0,50.0,27.0,21.0,6.0,2797.0
2869,89.0,50.0,26.0,26.0,4.0,2798.0
2870,89.0,48.0,34.0,16.0,9.0,2799.0
2871,89.0,48.0,27.0,28.0,8.0,2800.0
2873,89.0,48.0,26.0,22.0,12.0,2801.0
2874,89.0,47.0,36.0,16.0,8.0,2802.0
2875,89.0,47.0,28.0,23.0,11.0,2803.0
2876,89.0,46.0,29.0,26.0,10.0,2804.0
2877,89.0,46.0,28.0,21.0,8.0,2805.0
2878,89.0,45.0,25.0,21.0,8.0,2806.0
2879,89.0,45.0,23.0,29.0,9.0,2807.0
2880,89.0,45.0,20.0,21.0,16.0,2808.0
2881,89.0,44.0,30.0,23.0,7.0,2809.0
2882,89.0,42.0,31.0,25.0,9.0,2810.0
2883,88.75,57.0,22.0,13.0,8.0,2811.0
2884,88.75,56.0,24.0,13.0,5.0,2812.0
2885,88.75,55.0,22.0,14.0,12.0,2813.0
2886,88.75,53.0,29.0,18.0,7.0,2814.0
2887,88.75,53.0,23.0,17.0,10.0,2815.0
2888,88.75,52.0,28.0,25.0,5.0,2816.0
2889,88.75,51.0,31.0,24.0,0.0,2817.0
2890,88.75,51.0,28.0,24.0,4.0,2818.0
2891,88.75,50.0,33.0,18.0,3.0,2819.0
2892,88.75,50.0,25.0,21.0,12.0,2820.0
2893,88.75,50.0,24.0,27.0,9.0,2821.0
2894,88.75,49.0,30.0,21.0,11.0,2822.0
2895,88.75,48.0,29.0,22.0,4.0,2823.0
2896,88.75,48.0,28.0,26.0,9.0,2824.0
2897,88.75,48.0,28.0,18.0,13.0,2825.0
2898,88.75,47.0,29.0,27.0,8.0,2826.0
2899,88.75,47.0,25.0,16.0,15.0,2827.0
2900,88.75,44.0,30.0,24.0,4.0,2828.0
2902,88.75,43.0,30.0,24.0,14.0,2829.0
2903,88.75,42.0,37.0,17.0,10.0,2830.0
2904,88.75,42.0,33.0,26.0,10.0,2831.0
2905,88.75,41.0,25.0,26.0,10.0,2832.0
2906,88.75,40.0,25.0,32.0,7.0,2833.0
2907,88.75,38.0,31.0,24.0,14.0,2834.0
2908,88.75,27.0,33.0,31.0,15.0,2835.0
2909,88.5,52.0,28.0,16.0,0.0,2836.0
2910,88.5,52.0,23.0,17.0,10.0,2837.0
2911,88.5,52.0,23.0,16.0,10.0,2838.0
2912,88.5,52.0,15.0,28.0,13.0,2839.0
2913,88.5,50.0,31.0,17.0,9.0,2840.0
2914,88.5,50.0,25.0,17.0,11.0,2841.0
2915,88.5,50.0,25.0,17.0,9.0,2842.0
2916,88.5,50.0,23.0,23.0,7.0,2843.0
2917,88.5,49.0,26.0,26.0,2.0,2844.0
2918,88.5,48.0,29.0,20.0,12.0,2846.0
2919,88.5,46.0,33.0,16.0,3.0,2847.0
2920,88.5,46.0,28.0,26.0,7.0,2848.0
2921,88.5,45.0,29.0,22.0,8.0,2849.0
2922,88.5,44.0,33.0,17.0,8.0,2850.0
2923,88.5,43.0,26.0,16.0,11.0,2851.0
2924,88.5,43.0,25.0,25.0,9.0,2852.0
2925,88.5,39.0,26.0,17.0,17.0,2853.0
2926,88.25,54.0,30.0,20.0,0.0,2854.0
2927,88.25,54.0,29.0,13.0,4.0,2855.0
2928,88.25,54.0,21.0,21.0,10.0,2856.0
2930,88.25,52.0,27.0,19.0,11.0,2857.0
2931,88.25,52.0,25.0,23.0,10.0,2858.0
2932,88.25,51.0,21.0,23.0,4.0,2859.0
2933,88.25,50.0,28.0,14.0,12.0,2860.0
2934,88.25,48.0,33.0,16.0,9.0,2861.0
2935,88.25,48.0,30.0,24.0,5.0,2862.0
2936,88.25,48.0,28.0,28.0,4.0,2863.0
2937,88.25,45.0,33.0,19.0,11.0,2864.0
2938,88.25,45.0,25.0,22.0,8.0,2865.0
2939,88.25,44.0,22.0,18.0,15.0,2866.0
2940,88.25,43.0,26.0,22.0,13.0,2867.0
2941,88.25,42.0,22.0,19.0,12.0,2868.0
2942,88.25,41.0,24.0,22.0,13.0,2869.0
2943,88.25,32.0,25.0,29.0,16.0,2870.0
2944,88.0,59.0,24.0,14.0,9.0,2871.0
2945,88.0,59.0,18.0,14.0,13.0,2872.0
2946,88.0,58.0,19.0,21.0,12.0,2873.0
2947,88.0,53.0,31.0,16.0,3.0,2874.0
2948,88.0,50.0,30.0,13.0,9.0,2875.0
2949,88.0,50.0,27.0,11.0,8.0,2876.0
2950,88.0,50.0,21.0,19.0,11.0,2877.0
2951,88.0,49.0,31.0,21.0,5.0,2878.0
2952,88.0,49.0,27.0,26.0,3.0,2879.0
2953,88.0,48.0,27.0,26.0,3.0,2880.0
2954,88.0,47.0,27.0,18.0,15.0,2881.0
2955,88.0,47.0,26.0,25.0,4.0,2882.0
2956,88.0,46.0,28.0,22.0,7.0,2883.0
2957,88.0,46.0,28.0,13.0,14.0,2884.0
2959,88.0,46.0,27.0,28.0,4.0,2885.0
2960,88.0,46.0,19.0,27.0,13.0,2886.0
2961,88.0,45.0,31.0,27.0,4.0,2887.0
2962,88.0,44.0,30.0,30.0,3.0,2888.0
2963,88.0,44.0,28.0,22.0,12.0,2889.0
2964,88.0,44.0,23.0,28.0,10.0,2890.0
2965,88.0,42.0,24.0,21.0,10.0,2891.0
2966,88.0,41.0,34.0,22.0,13.0,2892.0
2967,88.0,40.0,31.0,24.0,13.0,2893.0
2968,88.0,40.0,27.0,28.0,11.0,2894.0
2969,88.0,39.0,29.0,24.0,12.0,2895.0
2970,88.0,39.0,24.0,35.0,12.0,2896.0
2971,88.0,31.0,36.0,26.0,6.0,2897.0
2972,87.75,58.0,20.0,26.0,4.0,2898.0
2973,87.75,56.0,23.0,18.0,4.0,2899.0
2974,87.75,55.0,25.0,9.0,12.0,2900.0
2975,87.75,54.0,30.0,12.0,7.0,2901.0
2976,87.75,51.0,29.0,21.0,3.0,2902.0
2977,87.75,51.0,27.0,20.0,6.0,2903.0
2978,87.75,50.0,29.0,10.0,10.0,2904.0
2979,87.75,50.0,28.0,23.0,6.0,2905.0
2980,87.75,50.0,24.0,23.0,10.0,2906.0
2981,87.75,48.0,32.0,18.0,6.0,2907.0
2982,87.75,48.0,29.0,20.0,12.0,2908.0
2983,87.75,47.0,27.0,21.0,8.0,2909.0
2984,87.75,47.0,27.0,17.0,7.0,2910.0
2985,87.75,46.0,22.0,20.0,8.0,2911.0
2986,87.75,45.0,23.0,20.0,7.0,2912.0
2988,87.75,44.0,30.0,22.0,9.0,2913.0
2989,87.75,44.0,26.0,22.0,9.0,2914.0
2990,87.75,42.0,24.0,20.0,10.0,2915.0
2991,87.75,39.0,28.0,27.0,16.0,2916.0
2992,87.75,37.0,32.0,30.0,5.0,2917.0
2993,87.5,52.0,31.0,16.0,11.0,2918.0
2994,87.5,52.0,23.0,17.0,7.0,2919.0
2995,87.5,50.0,24.0,22.0,9.0,2920.0
2996,87.5,50.0,17.0,18.0,11.0,2921.0
2997,87.5,49.0,30.0,20.0,11.0,2922.0
2998,87.5,49.0,28.0,20.0,7.0,2923.0
2999,87.5,49.0,28.0,18.0,9.0,2924.0
3000,87.5,49.0,27.0,22.0,12.0,2925.0
3001,87.5,49.0,23.0,23.0,9.0,2926.0
3002,87.5,49.0,21.0,26.0,4.0,2927.0
3003,87.5,48.0,31.0,20.0,7.0,2928.0
3004,87.5,47.0,32.0,20.0,11.0,2929.0
3005,87.5,46.0,26.0,25.0,13.0,2930.0
3006,87.5,45.0,30.0,19.0,7.0,2931.0
3007,87.5,43.0,30.0,22.0,6.0,2932.0
3008,87.5,43.0,29.0,28.0,8.0,2933.0
3009,87.5,42.0,31.0,24.0,7.0,2934.0
3010,87.5,41.0,30.0,25.0,14.0,2935.0
